code,error_reason
sz.159810,ma10 低于 ma20
sh.513000,close_price 低于 ma10
sh.515350,close_price 低于 ma10
sh.589860,ma10 低于 ma20
sz.159822,ma10 低于 ma20
sz.300613,ma10 低于 ma20
sz.300985,close_price 低于 ma10
sh.512000,close_price 低于 ma10
sh.562880,ma10 低于 ma20
sh.588390,ma10 低于 ma20
sh.561200,ma10 低于 ma20
sh.517400,close_price 低于 ma10
sz.159712,close_price 低于 ma10
sz.159779,turnover_amount 低于阈值 20000000
sh.517100,ma10 低于 ma20
sz.159858,ma10 低于 ma20
sh.515800,close_price 低于 ma10
sz.300040,close_price 低于 ma10
sh.515330,close_price 低于 ma10
sh.589990,ma10 低于 ma20
sh.513520,close_price 低于 ma10
sh.563650,turnover_amount 低于阈值 20000000
sh.563800,close_price 低于 ma10
sh.517010,close_price 低于 ma10
sh.530300,close_price 低于 ma10
sz.000838,close_price 低于 ma10
sh.520940,close_price 低于 ma10
sh.563880,close_price 低于 ma10
sz.300598,ma10 低于 ma20
sz.159315,close_price 低于 ma10
sz.159711,close_price 低于 ma10
sh.688077,close_price 低于 ma10
sh.589300,ma10 低于 ma20
sz.159645,ma10 低于 ma20
sh.512070,close_price 低于 ma10
sh.512660,close_price 低于 ma10
sz.159964,ma10 低于 ma20
sz.159361,close_price 低于 ma10
sz.159997,close_price 低于 ma10
sz.159246,ma10 低于 ma20
sz.159389,close_price 低于 ma10
sz.399240,close_price 低于 ma10
sh.510600,close_price 低于 ma10
sh.688459,ma10 低于 ma20
sz.159709,ma10 低于 ma20
sz.159121,ma10 低于 ma20
sh.512180,turnover_amount 低于阈值 20000000
sh.515130,close_price 低于 ma10
sh.520920,ma10 低于 ma20
sz.159300,close_price 低于 ma10
sz.159530,close_price 低于 ma10
sh.510200,close_price 低于 ma10
sh.562520,ma10 低于 ma20
sz.159861,turnover_amount 低于阈值 20000000
sz.399413,close_price 低于 ma10
sz.301584,ma10 低于 ma20
sz.159325,close_price 低于 ma10
sz.300596,close_price 低于 ma10
sz.159720,ma10 低于 ma20
sh.603262,ma10 低于 ma20
sz.159155,ma10 低于 ma20
sh.605033,ma10 低于 ma20
sh.516700,ma10 低于 ma20
sh.589770,ma10 低于 ma20
sz.159272,close_price 低于 ma10
sz.159387,ma10 低于 ma20
sh.588800,ma10 低于 ma20
sz.159215,close_price 低于 ma10
sz.159563,ma10 低于 ma20
sh.515590,turnover_amount 低于阈值 20000000
sh.513030,close_price 低于 ma10
sz.159330,close_price 低于 ma10
sz.159980,close_price 低于 ma10
sh.000958,close_price 低于 ma10
sh.562000,close_price 低于 ma10
sh.600099,ma10 低于 ma20
sh.516070,turnover_amount 低于阈值 20000000
sh.530280,close_price 低于 ma10
sh.600019,close_price 低于 ma10
sz.002599,close_price 低于 ma10
sh.520960,close_price 低于 ma10
sh.588680,ma10 低于 ma20
sz.159205,ma10 低于 ma20
sz.301178,ma10 低于 ma20
sh.561510,ma10 低于 ma20
sz.300828,close_price 低于 ma10
sz.159627,close_price 低于 ma10
sh.520780,ma10 低于 ma20
sz.159527,ma10 低于 ma20
sh.530080,close_price 低于 ma10
sh.589720,ma10 低于 ma20
sz.300307,ma10 低于 ma20
sh.510010,close_price 低于 ma10
sh.513750,close_price 低于 ma10
sh.515000,close_price 低于 ma10
sh.589050,ma10 低于 ma20
sz.159739,ma10 低于 ma20
sz.159936,close_price 低于 ma10
sh.513190,close_price 低于 ma10
sh.588690,close_price 低于 ma10
sh.560610,close_price 低于 ma10
sz.159126,close_price 低于 ma10
sz.159271,close_price 低于 ma10
sz.159338,close_price 低于 ma10
sz.159686,ma10 低于 ma20
sh.515660,close_price 低于 ma10
sz.159238,close_price 低于 ma10
sz.159597,ma10 低于 ma20
sz.159910,close_price 低于 ma10
sh.588910,ma10 低于 ma20
sh.589950,ma10 低于 ma20
sh.517990,ma10 低于 ma20
sh.530050,close_price 低于 ma10
sz.159353,close_price 低于 ma10
sz.159559,close_price 低于 ma10
sz.159952,ma10 低于 ma20
sz.159356,close_price 低于 ma10
sh.589900,ma10 低于 ma20
sz.159351,close_price 低于 ma10
sh.512520,ma10 低于 ma20
sh.561320,close_price 低于 ma10
sz.002856,close_price 低于 ma10
sh.516380,ma10 低于 ma20
sz.159738,ma10 低于 ma20
sz.159748,ma10 低于 ma20
sz.000932,close_price 低于 ma10
sh.530800,close_price 低于 ma10
sh.515390,close_price 低于 ma10
sz.002134,close_price 低于 ma10
sz.159661,close_price 低于 ma10
sh.588830,ma10 低于 ma20
sh.561900,close_price 低于 ma10
sz.159916,ma10 低于 ma20
sz.300490,close_price 低于 ma10
sz.159821,ma10 低于 ma20
sh.601808,close_price 低于 ma10
sz.159977,ma10 低于 ma20
sz.159630,close_price 低于 ma10
sh.600830,ma10 低于 ma20
sh.603198,close_price 低于 ma10
sz.159365,close_price 低于 ma10
sh.688176,close_price 低于 ma10
sz.159957,ma10 低于 ma20
sh.516050,close_price 低于 ma10
sh.588900,ma10 低于 ma20
sh.589980,close_price 低于 ma10
sz.159312,close_price 低于 ma10
sz.159971,ma10 低于 ma20
sh.510370,ma10 低于 ma20
sh.588550,turnover_amount 低于阈值 20000000
sh.588810,close_price 低于 ma10
sz.159278,close_price 低于 ma10
sh.512990,turnover_amount 低于阈值 20000000
sh.512710,close_price 低于 ma10
sz.300730,ma10 低于 ma20
sh.513260,ma10 低于 ma20
sh.563500,close_price 低于 ma10
sz.159230,turnover_amount 低于阈值 20000000
sh.516920,close_price 低于 ma10
sh.589190,close_price 低于 ma10
sh.562580,close_price 低于 ma10
sh.588290,close_price 低于 ma10
sh.512020,close_price 低于 ma10
sh.588890,close_price 低于 ma10
sh.589500,ma10 低于 ma20
sh.589600,ma10 低于 ma20
sz.159318,close_price 低于 ma10
sh.517110,ma10 低于 ma20
sz.399236,ma10 低于 ma20
sh.589100,close_price 低于 ma10
sh.512970,close_price 低于 ma10
sz.159239,ma10 低于 ma20
sz.159740,ma10 低于 ma20
sh.603895,close_price 低于 ma10
sz.000503,close_price 低于 ma10
sh.513130,ma10 低于 ma20
sh.516350,close_price 低于 ma10
sh.563220,close_price 低于 ma10
sh.512910,close_price 低于 ma10
sh.513090,close_price 低于 ma10
sh.516640,close_price 低于 ma10
sh.510350,close_price 低于 ma10
sh.512380,turnover_amount 低于阈值 20000000
sh.513180,ma10 低于 ma20
sz.159502,ma10 低于 ma20
sh.588750,close_price 低于 ma10
sh.520870,close_price 低于 ma10
sh.515310,close_price 低于 ma10
sh.588210,ma10 低于 ma20
sh.588200,close_price 低于 ma10
sz.159310,close_price 低于 ma10
sh.600959,ma10 低于 ma20
sh.517380,ma10 低于 ma20
sh.589700,turnover_amount 低于阈值 20000000
sz.000090,ma10 低于 ma20
sh.513990,close_price 低于 ma10
sh.589130,close_price 低于 ma10
sz.159599,close_price 低于 ma10
sh.512080,close_price 低于 ma10
sh.512480,close_price 低于 ma10
sh.588920,close_price 低于 ma10
sz.159795,close_price 低于 ma10
sz.159800,turnover_amount 低于阈值 20000000
sh.520950,ma10 低于 ma20
sz.159357,close_price 低于 ma10
sz.159665,close_price 低于 ma10
sh.600059,ma10 低于 ma20
sh.530580,close_price 低于 ma10
sh.520820,close_price 低于 ma10
sh.512680,close_price 低于 ma10
sh.561180,close_price 低于 ma10
sh.563660,turnover_amount 低于阈值 20000000
sz.159363,ma10 低于 ma20
sz.159380,close_price 低于 ma10
sz.159956,ma10 低于 ma20
sh.520590,ma10 低于 ma20
sz.159560,close_price 低于 ma10
sh.603418,ma10 低于 ma20
sh.512200,close_price 低于 ma10
sz.159388,ma10 低于 ma20
sz.003018,close_price 低于 ma10
sh.560080,ma10 低于 ma20
sz.159631,close_price 低于 ma10
sz.159742,ma10 低于 ma20
sz.159676,ma10 低于 ma20
sz.159383,ma10 低于 ma20
sz.159613,ma10 低于 ma20
sh.600479,close_price 低于 ma10
sh.561090,close_price 低于 ma10
sz.301122,close_price 低于 ma10
sh.517770,close_price 低于 ma10
sh.530000,close_price 低于 ma10
sz.159359,close_price 低于 ma10
sh.517120,ma10 低于 ma20
sz.159948,ma10 低于 ma20
sz.002736,ma10 低于 ma20
sh.515700,ma10 低于 ma20
sh.688515,close_price 低于 ma10
sz.159100,close_price 低于 ma10
sh.512760,close_price 低于 ma10
sh.515810,close_price 低于 ma10
sz.159605,ma10 低于 ma20
sh.600056,ma10 低于 ma20
sh.510670,close_price 低于 ma10
sh.513380,ma10 低于 ma20
sz.159637,turnover_amount 低于阈值 20000000
sz.159923,ma10 低于 ma20
sz.159575,ma10 低于 ma20
sz.159622,ma10 低于 ma20
sz.159728,ma10 低于 ma20
sz.159908,ma10 低于 ma20
sz.002162,close_price 低于 ma10
sh.688118,close_price 低于 ma10
sh.588460,close_price 低于 ma10
sh.513600,close_price 低于 ma10
sh.515030,ma10 低于 ma20
sh.588990,close_price 低于 ma10
sz.159960,ma10 低于 ma20
sh.512160,turnover_amount 低于阈值 20000000
sh.588500,ma10 低于 ma20
sh.515400,ma10 低于 ma20
sh.517660,ma10 低于 ma20
sh.588770,close_price 低于 ma10
sh.688018,close_price 低于 ma10
sh.510040,close_price 低于 ma10
sh.513550,close_price 低于 ma10
sz.159107,ma10 低于 ma20
sh.600566,close_price 低于 ma10
sz.159788,close_price 低于 ma10
sz.159801,close_price 低于 ma10
sh.600547,close_price 低于 ma10
sh.561660,close_price 低于 ma10
sh.513900,close_price 低于 ma10
sh.605169,close_price 低于 ma10
sz.002237,close_price 低于 ma10
sh.513210,close_price 低于 ma10
sz.159370,ma10 低于 ma20
sz.159750,ma10 低于 ma20
sz.159751,ma10 低于 ma20
sh.561930,ma10 低于 ma20
sz.159360,close_price 低于 ma10
sz.159718,ma10 低于 ma20
sh.603903,close_price 低于 ma10
sz.002287,close_price 低于 ma10
sh.688352,close_price 低于 ma10
sh.588960,ma10 低于 ma20
sz.159662,close_price 低于 ma10
sh.603406,ma10 低于 ma20
sh.688383,close_price 低于 ma10
sz.300010,close_price 低于 ma10
sh.520720,ma10 低于 ma20
sz.159643,ma10 低于 ma20
sh.600789,close_price 低于 ma10
sz.300537,ma10 低于 ma20
sh.589960,ma10 低于 ma20
sh.688036,ma10 低于 ma20
sh.513220,ma10 低于 ma20
sz.159895,ma10 低于 ma20
sh.589160,close_price 低于 ma10
sz.159813,close_price 低于 ma10
sh.517170,ma10 低于 ma20
sh.561300,ma10 低于 ma20
sh.588880,ma10 低于 ma20
sz.159682,ma10 低于 ma20
sh.516260,ma10 低于 ma20
sz.159237,ma10 低于 ma20
sz.159240,close_price 低于 ma10
sh.530680,close_price 低于 ma10
sz.159286,ma10 低于 ma20
sz.159653,ma10 低于 ma20
sz.159747,ma10 低于 ma20
sz.159995,close_price 低于 ma10
sz.002529,ma10 低于 ma20
sh.560380,close_price 低于 ma10
sz.000737,close_price 低于 ma10
sz.159108,close_price 低于 ma10
sh.510180,close_price 低于 ma10
sh.512060,close_price 低于 ma10
sh.513730,close_price 低于 ma10
sh.513890,ma10 低于 ma20
sz.300997,close_price 低于 ma10
sh.601112,ma10 低于 ma20
sh.513560,ma10 低于 ma20
sz.159376,turnover_amount 低于阈值 20000000
sz.159647,ma10 低于 ma20
sh.513660,close_price 低于 ma10
sh.516000,ma10 低于 ma20
sh.520560,ma10 低于 ma20
sh.530180,close_price 低于 ma10
sh.588720,close_price 低于 ma10
sz.159280,ma10 低于 ma20
sz.159890,ma10 低于 ma20
sh.510900,ma10 低于 ma20
sh.520650,ma10 低于 ma20
sz.159681,ma10 低于 ma20
sz.301081,ma10 低于 ma20
sh.513150,ma10 低于 ma20
sh.513580,close_price 低于 ma10
sh.600439,ma10 低于 ma20
sz.159257,turnover_amount 低于阈值 20000000
sh.517200,ma10 低于 ma20
sz.159382,ma10 低于 ma20
sz.159102,ma10 低于 ma20
sz.159130,ma10 低于 ma20
sz.159701,ma10 低于 ma20
sh.513040,ma10 低于 ma20
sh.600503,ma10 低于 ma20
sz.301449,ma10 低于 ma20
sh.520630,ma10 低于 ma20
sh.603995,close_price 低于 ma10
sh.563330,close_price 低于 ma10
sh.688552,close_price 低于 ma10
sz.301446,close_price 低于 ma10
sh.512720,ma10 低于 ma20
sh.589880,ma10 低于 ma20
sz.159998,ma10 低于 ma20
sh.561160,ma10 低于 ma20
sh.513980,ma10 低于 ma20
sz.159375,ma10 低于 ma20
sz.159954,ma10 低于 ma20
sz.301575,ma10 低于 ma20
sz.159920,close_price 低于 ma10
sz.159729,ma10 低于 ma20
sz.300154,ma10 低于 ma20
sz.002088,ma10 低于 ma20
sh.516510,ma10 低于 ma20
sz.159717,ma10 低于 ma20
sz.002811,ma10 低于 ma20
sz.159781,ma10 低于 ma20
sz.159786,ma10 低于 ma20
sz.301581,ma10 低于 ma20
sz.159372,ma10 低于 ma20
sh.563520,close_price 低于 ma10
sh.513050,ma10 低于 ma20
sh.588040,close_price 低于 ma10
sz.159303,ma10 低于 ma20
sh.513720,ma10 低于 ma20
sz.159109,ma10 低于 ma20
sz.159256,ma10 低于 ma20
sz.159367,ma10 低于 ma20
sh.688805,ma10 低于 ma20
sz.159323,ma10 低于 ma20
sh.520840,ma10 低于 ma20
sz.159526,close_price 低于 ma10
sh.515060,close_price 低于 ma10
sz.002484,close_price 低于 ma10
sh.513860,ma10 低于 ma20
sz.301469,close_price 低于 ma10
sz.159568,ma10 低于 ma20
sh.516390,ma10 低于 ma20
sz.159572,ma10 低于 ma20
sz.301198,close_price 低于 ma10
sh.600724,close_price 低于 ma10
sh.603766,ma10 低于 ma20
sh.513020,ma10 低于 ma20
sh.588840,close_price 低于 ma10
sh.688196,close_price 低于 ma10
sh.512360,close_price 低于 ma10
sh.520600,ma10 低于 ma20
sz.159741,ma10 低于 ma20
sz.300368,ma10 低于 ma20
sz.159776,ma10 低于 ma20
sh.513880,close_price 低于 ma10
sz.159213,close_price 低于 ma10
sz.159885,ma10 低于 ma20
sz.159561,close_price 低于 ma10
sh.516190,close_price 低于 ma10
sh.516630,ma10 低于 ma20
sh.560630,close_price 低于 ma10
sh.516150,close_price 低于 ma10
sz.159836,ma10 低于 ma20
sz.000955,close_price 低于 ma10
sz.300500,ma10 低于 ma20
sz.159852,ma10 低于 ma20
sz.159298,ma10 低于 ma20
sh.603818,ma10 低于 ma20
sz.002364,close_price 低于 ma10
sz.159730,close_price 低于 ma10
sh.513320,ma10 低于 ma20
sz.159824,ma10 低于 ma20
sh.517800,ma10 低于 ma20
sz.159297,ma10 低于 ma20
sz.002300,close_price 低于 ma10
sh.520860,ma10 低于 ma20
sz.001222,close_price 低于 ma10
sh.516560,close_price 低于 ma10
sz.159287,ma10 低于 ma20
sz.159850,close_price 低于 ma10
sz.159567,ma10 低于 ma20
sz.159371,ma10 低于 ma20
sh.520510,close_price 低于 ma10
sh.560770,close_price 低于 ma10
sz.159202,ma10 低于 ma20
sz.159688,close_price 低于 ma10
sh.600519,ma10 低于 ma20
sh.688765,close_price 低于 ma10
sz.159888,close_price 低于 ma10
sz.000166,ma10 低于 ma20
sh.513770,ma10 低于 ma20
sh.520850,close_price 低于 ma10
sz.159137,close_price 低于 ma10
sz.159889,close_price 低于 ma10
sh.600266,ma10 低于 ma20
sz.159373,ma10 低于 ma20
sz.159311,close_price 低于 ma10
sh.516780,close_price 低于 ma10
sh.560590,turnover_amount 低于阈值 20000000
sz.002233,ma10 低于 ma20
sh.516590,ma10 低于 ma20
sz.159210,ma10 低于 ma20
sz.159806,ma10 低于 ma20
sz.159132,ma10 低于 ma20
sh.513700,ma10 低于 ma20
sz.159793,ma10 低于 ma20
sz.300134,close_price 低于 ma10
sh.588950,close_price 低于 ma10
sh.520880,ma10 低于 ma20
sh.520690,ma10 低于 ma20
sh.589150,close_price 低于 ma10
sh.688617,ma10 低于 ma20
sz.159273,ma10 低于 ma20
sz.159777,ma10 低于 ma20
sz.300047,close_price 低于 ma10
sh.562360,close_price 低于 ma10
sh.603402,ma10 低于 ma20
sz.159792,ma10 低于 ma20
sh.603535,close_price 低于 ma10
sz.159715,close_price 低于 ma10
sh.520500,ma10 低于 ma20
sh.688299,close_price 低于 ma10
sz.159258,close_price 低于 ma10
sh.520970,ma10 低于 ma20
sh.588370,close_price 低于 ma10
sz.159255,turnover_amount 低于阈值 20000000
sz.159269,ma10 低于 ma20
sz.159557,ma10 低于 ma20
sz.159243,ma10 低于 ma20
sz.159316,ma10 低于 ma20
sh.517850,close_price 低于 ma10
sz.300358,close_price 低于 ma10
sh.513280,ma10 低于 ma20
sh.513060,ma10 低于 ma20
sh.520670,ma10 低于 ma20
sz.159105,ma10 低于 ma20
sz.159658,close_price 低于 ma10
sz.300663,ma10 低于 ma20
sh.588450,close_price 低于 ma10
sh.588660,ma10 低于 ma20
sh.562920,ma10 低于 ma20
sh.520700,ma10 低于 ma20
sh.513780,ma10 低于 ma20
sh.600853,ma10 低于 ma20
sh.562500,close_price 低于 ma10
sz.001205,close_price 低于 ma10
sz.159262,ma10 低于 ma20
sz.000520,close_price 低于 ma10
sh.603116,ma10 低于 ma20
sh.562300,ma10 低于 ma20
sz.159638,close_price 低于 ma10
sh.562010,turnover_amount 低于阈值 20000000
sh.688790,close_price 低于 ma10
sz.002916,close_price 低于 ma10
sh.603239,close_price 低于 ma10
sz.301665,close_price 低于 ma10
sh.588000,close_price 低于 ma10
sz.300265,close_price 低于 ma10
sh.588940,close_price 低于 ma10
sz.159270,ma10 低于 ma20
sz.159366,close_price 低于 ma10
sh.513120,ma10 低于 ma20
sh.513330,ma10 低于 ma20
sh.588150,close_price 低于 ma10
sh.560800,close_price 低于 ma10
sz.159369,ma10 低于 ma20
sz.159283,close_price 低于 ma10
sz.159856,ma10 低于 ma20
sh.688335,ma10 低于 ma20
sh.589850,close_price 低于 ma10
sz.159242,ma10 低于 ma20
sh.603948,close_price 低于 ma10
sz.300491,close_price 低于 ma10
sz.159687,close_price 低于 ma10
sh.512580,turnover_amount 低于阈值 20000000
sz.159101,ma10 低于 ma20
sz.300755,ma10 低于 ma20
sz.159615,ma10 低于 ma20
sz.159636,ma10 低于 ma20
sz.002490,close_price 低于 ma10
sz.159506,ma10 低于 ma20
sz.000725,close_price 低于 ma10
sh.588300,ma10 低于 ma20
sh.588080,close_price 低于 ma10
sh.588280,close_price 低于 ma10
sh.588870,close_price 低于 ma10
sz.159217,ma10 低于 ma20
sz.301095,close_price 低于 ma10
sh.515250,close_price 低于 ma10
sh.688112,close_price 低于 ma10
sh.688221,ma10 低于 ma20
sz.159949,ma10 低于 ma20
sh.513200,ma10 低于 ma20
sz.002381,ma10 低于 ma20
sh.517050,ma10 低于 ma20
sh.588050,close_price 低于 ma10
sz.159125,ma10 低于 ma20
sh.588180,close_price 低于 ma10
sz.002324,close_price 低于 ma10
sz.159120,ma10 低于 ma20
sh.688075,ma10 低于 ma20
sz.159551,close_price 低于 ma10
sh.520980,close_price 低于 ma10
sh.600530,close_price 低于 ma10
sz.159570,ma10 低于 ma20
sh.688639,ma10 低于 ma20
sz.159279,ma10 低于 ma20
sh.560560,turnover_amount 低于阈值 20000000
sz.159538,ma10 低于 ma20
sh.600916,close_price 低于 ma10
sh.688523,close_price 低于 ma10
sh.513160,ma10 低于 ma20
sz.159725,close_price 低于 ma10
sz.300876,close_price 低于 ma10
sh.603722,close_price 低于 ma10
sz.002948,close_price 低于 ma10
sz.159241,close_price 低于 ma10
sh.516520,close_price 低于 ma10
sh.588060,close_price 低于 ma10
sz.159540,ma10 低于 ma20
sz.301458,ma10 低于 ma20
sh.600133,close_price 低于 ma10
sz.301656,ma10 低于 ma20
sz.159892,ma10 低于 ma20
sz.301006,ma10 低于 ma20
sz.159381,ma10 低于 ma20
sh.516770,close_price 低于 ma10
sh.563320,close_price 低于 ma10
sh.603376,ma10 低于 ma20
sh.562820,close_price 低于 ma10
sh.516330,ma10 低于 ma20
sz.159539,ma10 低于 ma20
sz.159871,close_price 低于 ma10
sh.588090,close_price 低于 ma10
sz.002230,close_price 低于 ma10
sz.300234,ma10 低于 ma20
sh.588100,close_price 低于 ma10
sh.600654,ma10 低于 ma20
sz.000001,ma10 低于 ma20
sh.688401,close_price 低于 ma10
sz.002900,ma10 低于 ma20
sh.516660,ma10 低于 ma20
sh.605018,close_price 低于 ma10
sz.300811,close_price 低于 ma10
sz.002009,close_price 低于 ma10
sz.301169,close_price 低于 ma10
sh.589070,ma10 低于 ma20
sz.301162,close_price 低于 ma10
sz.000702,ma10 低于 ma20
sh.601658,ma10 低于 ma20
sz.159251,ma10 低于 ma20
sz.301503,ma10 低于 ma20
sz.300820,close_price 低于 ma10
sz.159227,close_price 低于 ma10
sh.516010,close_price 低于 ma10
sz.159571,ma10 低于 ma20
sz.002549,close_price 低于 ma10
sh.588260,close_price 低于 ma10
sz.300113,ma10 低于 ma20
sz.159869,close_price 低于 ma10
sh.520530,ma10 低于 ma20
sh.588780,ma10 低于 ma20
sh.605069,ma10 低于 ma20
sh.688809,close_price 低于 ma10
sz.300516,close_price 低于 ma10
sh.601528,ma10 低于 ma20
sh.560000,ma10 低于 ma20
sz.300268,close_price 低于 ma10
sh.589030,ma10 低于 ma20
sz.000680,close_price 低于 ma10
sh.600876,ma10 低于 ma20
sh.688737,ma10 低于 ma20
sh.562570,ma10 低于 ma20
sz.159392,turnover_amount 低于阈值 20000000
sz.159773,ma10 低于 ma20
sz.002866,ma10 低于 ma20
sz.159208,close_price 低于 ma10
sz.159546,close_price 低于 ma10
sz.002369,ma10 低于 ma20
sh.603319,close_price 低于 ma10
sz.159267,close_price 低于 ma10
sh.600285,ma10 低于 ma20
sz.002413,close_price 低于 ma10
sz.002568,close_price 低于 ma10
sh.688361,close_price 低于 ma10
sh.600776,close_price 低于 ma10
sh.688583,close_price 低于 ma10
sz.002932,ma10 低于 ma20
sz.002410,close_price 低于 ma10
sh.562860,ma10 低于 ma20
sz.301312,close_price 低于 ma10
sz.300012,close_price 低于 ma10
sh.589210,ma10 低于 ma20
sh.688096,close_price 低于 ma10
sh.516300,turnover_amount 低于阈值 20000000
sz.159537,ma10 低于 ma20
sh.517390,ma10 低于 ma20
sh.562030,ma10 低于 ma20
sh.588980,ma10 低于 ma20
sz.001226,close_price 低于 ma10
sz.000415,close_price 低于 ma10
sh.688334,close_price 低于 ma10
sz.300802,ma10 低于 ma20
sh.588930,close_price 低于 ma10
sz.301186,ma10 低于 ma20
sh.600303,ma10 低于 ma20
sh.688278,close_price 低于 ma10
sh.600693,close_price 低于 ma10
sz.300457,ma10 低于 ma20
sz.300165,ma10 低于 ma20
sz.301510,ma10 低于 ma20
sh.589580,close_price 低于 ma10
sz.159248,ma10 低于 ma20
sz.001356,ma10 低于 ma20
sh.589380,close_price 低于 ma10
sh.688783,ma10 低于 ma20
sz.159131,close_price 低于 ma10
sz.159994,ma10 低于 ma20
sz.002020,ma10 低于 ma20
sh.603977,ma10 低于 ma20
sz.300837,close_price 低于 ma10
sz.002698,close_price 低于 ma10
sh.603992,close_price 低于 ma10
sh.515980,ma10 低于 ma20
sz.002394,close_price 低于 ma10
sh.588790,close_price 低于 ma10
sh.512930,ma10 低于 ma20
sh.603810,close_price 低于 ma10
sh.600370,ma10 低于 ma20
sz.002479,close_price 低于 ma10
sz.300507,close_price 低于 ma10
sz.301033,close_price 低于 ma10
sz.159128,ma10 低于 ma20
sz.002825,ma10 低于 ma20
sz.002107,close_price 低于 ma10
sz.000021,ma10 低于 ma20
sh.603091,close_price 低于 ma10
sh.603556,close_price 低于 ma10
sh.688750,close_price 低于 ma10
sz.000544,close_price 低于 ma10
sh.603351,close_price 低于 ma10
sh.512980,close_price 低于 ma10
sz.300397,close_price 低于 ma10
sz.159721,ma10 低于 ma20
sh.601360,ma10 低于 ma20
sh.601226,close_price 低于 ma10
sz.002454,close_price 低于 ma10
sh.588760,close_price 低于 ma10
sh.600748,ma10 低于 ma20
sz.000538,ma10 低于 ma20
sh.589560,close_price 低于 ma10
sh.601390,close_price 低于 ma10
sz.002942,close_price 低于 ma10
sh.688093,close_price 低于 ma10
sh.605288,close_price 低于 ma10
sh.600071,close_price 低于 ma10
sh.515070,ma10 低于 ma20
sz.000560,ma10 低于 ma20
sz.159206,close_price 低于 ma10
sz.300004,close_price 低于 ma10
sh.600694,ma10 低于 ma20
sh.560850,ma10 低于 ma20
sh.688163,close_price 低于 ma10
sh.603456,ma10 低于 ma20
sz.159805,close_price 低于 ma10
sh.603916,close_price 低于 ma10
sz.002231,turnover_amount 低于阈值 20000000
sz.002918,close_price 低于 ma10
sz.301139,ma10 低于 ma20
sh.603883,ma10 低于 ma20
sh.600611,close_price 低于 ma10
sh.589090,close_price 低于 ma10
sz.300590,close_price 低于 ma10
sh.561920,ma10 低于 ma20
sz.301029,ma10 低于 ma20
sz.002782,close_price 低于 ma10
sz.301337,ma10 低于 ma20
sz.301260,ma10 低于 ma20
sz.300384,close_price 低于 ma10
sh.588730,close_price 低于 ma10
sz.159819,ma10 低于 ma20
sz.002958,ma10 低于 ma20
sz.002258,ma10 低于 ma20
sh.603179,close_price 低于 ma10
sh.605099,close_price 低于 ma10
sz.300133,close_price 低于 ma10
sh.589010,close_price 低于 ma10
sh.601399,close_price 低于 ma10
sh.688722,close_price 低于 ma10
sz.000576,close_price 低于 ma10
sh.603202,ma10 低于 ma20
sz.301170,ma10 低于 ma20
sz.300959,ma10 低于 ma20
sh.601188,close_price 低于 ma10
sh.601377,close_price 低于 ma10
sh.688101,ma10 低于 ma20
sz.300634,close_price 低于 ma10
sz.000757,ma10 低于 ma20
sh.603326,close_price 低于 ma10
sz.301056,ma10 低于 ma20
sz.300036,close_price 低于 ma10
sh.688188,close_price 低于 ma10
sz.300035,ma10 低于 ma20
sh.600615,ma10 低于 ma20
sz.002182,close_price 低于 ma10
sh.589110,close_price 低于 ma10
sh.603258,close_price 低于 ma10
sh.603186,close_price 低于 ma10
sz.300275,close_price 低于 ma10
sz.001268,ma10 低于 ma20
sz.000708,close_price 低于 ma10
sh.603660,close_price 低于 ma10
sh.688019,close_price 低于 ma10
sh.603132,close_price 低于 ma10
sz.300843,ma10 低于 ma20
sz.000875,close_price 低于 ma10
sh.601882,close_price 低于 ma10
sh.600054,ma10 低于 ma20
sz.301552,ma10 低于 ma20
sh.603078,ma10 低于 ma20
sh.560660,ma10 低于 ma20
sz.002065,close_price 低于 ma10
sh.688119,close_price 低于 ma10
sh.562510,close_price 低于 ma10
sh.688758,ma10 低于 ma20
sz.300560,close_price 低于 ma10
sz.300128,close_price 低于 ma10
sh.603211,ma10 低于 ma20
sh.603178,close_price 低于 ma10
sh.600143,close_price 低于 ma10
sz.301507,ma10 低于 ma20
sz.300509,close_price 低于 ma10
sh.605598,close_price 低于 ma10
sz.001391,close_price 低于 ma10
sh.589520,close_price 低于 ma10
sh.605228,close_price 低于 ma10
sz.159766,close_price 低于 ma10
sz.002790,ma10 低于 ma20
sh.688692,close_price 低于 ma10
sz.300276,close_price 低于 ma10
sz.002658,close_price 低于 ma10
sh.688695,close_price 低于 ma10
sz.300694,ma10 低于 ma20
sh.000003,close_price 低于 ma10
sh.600637,close_price 低于 ma10
sh.600759,close_price 低于 ma10
sz.002949,ma10 低于 ma20
sh.688570,close_price 低于 ma10
sz.300440,close_price 低于 ma10
sh.601881,close_price 低于 ma10
sh.688590,close_price 低于 ma10
sz.000880,close_price 低于 ma10
sh.603686,close_price 低于 ma10
sz.002544,close_price 低于 ma10
sh.688062,ma10 低于 ma20
sh.603194,close_price 低于 ma10
sh.603012,close_price 低于 ma10
sz.300858,ma10 低于 ma20
sh.600558,close_price 低于 ma10
sh.603014,ma10 低于 ma20
sz.300855,close_price 低于 ma10
sz.002275,ma10 低于 ma20
sz.002755,ma10 低于 ma20
sh.688727,ma10 低于 ma20
sh.603323,ma10 低于 ma20
sh.600207,close_price 低于 ma10
